Coluna1,Coluna2,Coluna3,Coluna4,Coluna5
Women,2014,Hardy Jessica,USA,55.21
Women,2014,Lloyd Jessica,GBR,55.23
Women,2014,Nielsen Mie Oe.,DEN,55.23
Women,2014,Turner Rebecca,GBR,55.24
Women,2014,Levisen Julie,DEN,55.28
Women,2014,Meynen Julie-Marie,LUX,55.29
Women,2014,Watanabe Kanako,JPN,55.3
Women,2014,Bazarova Elizaveta,RUS,55.32
Women,2014,McLaughlin Katie,USA,55.33
Women,2014,Ackman Alyson,CAN,55.34
Women,2014,Becker Daiane,BRA,55.35
Women,2014,Hache Cloe,FRA,55.35
Women,2014,Maughan Amelia,GBR,55.36
Women,2014,Johnson Faith,USA,55.37
Women,2014,Moseley Constanze F,USA,55.37
Women,2014,Baklakova Maria,RUS,55.4
Women,2014,Yamane Yui,JPN,55.41
Women,2014,Pezzato Aglaia,ITA,55.42
Women,2014,Seppala Hanna-Maria,FIN,55.44
Women,2014,Bispo Karlee,USA,55.48
Women,2014,Di Pietro Silvia,ITA,55.48
Women,2014,Quigley Lauren,GBR,55.48
Women,2014,Johannessen Cecilie,NOR,55.51
Women,2014,Ko Miso,KOR,55.52
Women,2014,Mullakaeva Daria,RUS,55.53
Women,2014,Williams-Toro Michelle,CAN,55.53
Women,2014,Locus Madeline,USA,55.54
Women,2014,Cooper Harriet,GBR,55.57
Women,2014,Guy Rebecca,GBR,55.57
Women,2014,Verraszto Evelyn,HUN,55.57
Women,2014,Ikee Rikako,JPN,55.6
Women,2014,Vertigans Grace,GBR,55.6
Women,2014,Costa Schmid Melanie,ESP,55.63
Women,2014,Igarashi Chihiro,JPN,55.63
Women,2014,Pelton Elizabeth,USA,55.64
Women,2014,van Hout Aja,USA,55.65
Women,2014,Simonova Vitalina,RUS,55.66
Women,2014,Throssell Brianna,AUS,55.66
Women,2014,Piehl Caroline,USA,55.67
Women,2014,Lee Shauna,GBR,55.68
Women,2014,Martin Anouchka,FRA,55.68
Women,2014,Wasick Kasia,POL,55.68
Women,2014,Lucie-Smith Samantha M,NZL,55.69
Women,2014,Marchioro Alessandra,BRA,55.69
Women,2014,Govejsek Nastja,SLO,55.71
Women,2014,Miyamoto Yasuko,JPN,55.71
Women,2014,Drabot Katherine,USA,55.73
Women,2014,Russell Sinead,CAN,55.73
Women,2014,Smoliga Olivia,USA,55.73
Women,2014,Touretski Alexandra Sasha,AUS,55.74
Women,2014,Schmiedel Paulina,GER,55.76
Women,2014,Seebohm Emily,AUS,55.76
Women,2014,Hinds Natalie,USA,55.78
Women,2014,Boyce Lisa,USA,55.79
Women,2014,Buchanan Carla,AUS,55.79
Women,2014,Hoff Katie,USA,55.79
Women,2014,Ruck Taylor,USA,55.79
Women,2014,de Paula Daynara,BRA,55.8
Women,2014,Ceracchi Rachele,ITA,55.81
Women,2014,Coffman Cheyenne,USA,55.81
Women,2014,Jagdfeld Abby,USA,55.81
Women,2014,Kendall Amanda,USA,55.81
Women,2014,Schreiber Daniela,GER,55.81
Women,2014,Mattern Jordan,USA,55.82
Women,2014,Stepanyuk Darya,UKR,55.82
Women,2014,Kraaijeveld Ilse,NED,55.84
Women,2014,Gallagher Erin,RSA,55.86
Women,2014,Quilter Laura G,NZL,55.86
Women,2014,Yamazaki Misato,JPN,55.86
Women,2014,Mack Linnea,USA,55.87
Women,2014,Chenault Chelsea,USA,55.88
Women,2014,de Jonge Saskia,NED,55.88
Women,2014,Masini Luccetti Chiara,ITA,55.88
Women,2014,Palmer Kylie,AUS,55.88
Women,2014,van der Zanden Wendy,NED,55.88
Women,2014,Adams Claire,USA,55.89
Women,2014,Burchill Veronica,USA,55.89
Women,2014,Bing Kaylin,USA,55.93
Women,2014,Cheverton Sam,CAN,55.93
Women,2014,Lapierre-Lemire Caroline,CAN,55.93
Women,2014,Lyrio Manuella,BRA,55.94
Women,2014,Acker Rachael,USA,55.96
Women,2014,Fabre Margaux,FRA,55.96
Women,2014,Gandy Ellen,AUS,55.97
Women,2014,Konopka Katrina,USA,55.97
Women,2014,Weber Alina,GER,55.97
Women,2014,van Rouwendaal Sharon,NED,55.98
Women,2014,van Rheenen Clarissa,NED,55.99
Women,2014,Roncatto Gabrielle,BRA,56
Women,2014,Taylor Sophie,GBR,56.01
Women,2014,Jung Youin,KOR,56.02
Women,2014,Medeiros Etiene,BRA,56.04
Women,2014,Schneider Mimi,USA,56.05
Women,2014,Zaiser Lisa,AUT,56.05
Women,2014,Diamante Giovanna,BRA,56.06
Women,2014,Harkin Sian,GBR,56.06
Women,2014,Kolarova Anna,CZE,56.08
Women,2014,Patterson Anna,USA,56.08
Women,2014,Satou Aya,JPN,56.08
Women,2014,Sumiyoshi Mari,JPN,56.09
Women,2014,Gonzalez Crivillers Marta,ESP,56.1
Women,2014,Ribeiro Luana,BRA,56.1
Women,2014,Ibanez Lopez Liliana,MEX,56.11
Women,2014,Kreundl Lena,AUT,56.11
Women,2014,Mainville Ariane,CAN,56.12
Women,2014,McCarthy Hannah,GBR,56.13
Women,2014,Jakabos Zsuzsanna,HUN,56.14
Women,2014,McClatchey Caitlin,GBR,56.14
Women,2014,Michalak Theresa,GER,56.14
Women,2014,Carlson Kasey,USA,56.15
Women,2014,Mochida Sachi,JPN,56.15
Women,2014,Apostalon Anika,USA,56.16
Women,2014,Gomez Cortes Beatriz,ESP,56.19
Women,2014,de Luccas Natalia,BRA,56.2
Women,2014,Lazare Mylene,FRA,56.2
Women,2014,Schultz Paige,CAN,56.2
Women,2014,Baumrtova Simona,CZE,56.21
Women,2014,Guehrer-D'Cruz Marieke,AUS,56.21
Women,2014,Letrari Laura,ITA,56.21
Women,2014,Ngawati Kotuku,AUS,56.22
Women,2014,Reason Amanda,CAN,56.22
Women,2014,Runge Cierra,USA,56.22
Women,2014,Bjoernsen Susann,NOR,56.23
Women,2014,Nay Meagen,AUS,56.23
Women,2014,Pitzer Lauren,USA,56.23
Women,2014,Votava Lauren,USA,56.23
Women,2014,Bosma Sammie,USA,56.24
Women,2014,Brown Erika,USA,56.24
Women,2014,Hooper Alexandra,GBR,56.24
Women,2014,Ignacio Sorribes Judit,ESP,56.24
Women,2014,Marques Sarah,BRA,56.24
Women,2014,Masson Rachel,GBR,56.26
Women,2014,Labonge Natalie,USA,56.27
Women,2014,Meyers Alex,USA,56.27
Women,2014,Denninghoff Sarah,USA,56.28
Women,2014,Shibata Natsumi,JPN,56.28
Women,2014,Hart Adelaide,AUS,56.3
Women,2014,Levings Amy,AUS,56.31
Women,2014,Ago Misaki,JPN,56.32
Women,2014,Dietterle Anna-Stephanie,GER,56.32
Women,2014,Engel Lindsey,USA,56.32
Women,2014,Hill Morgan,USA,56.32
Women,2014,Moroney Megan,USA,56.32
Women,2014,Lindkvist Josefin,SWE,56.33
Women,2014,Jeong Soeun,KOR,56.34
Women,2014,Schick Taylor,USA,56.34
Women,2014,Smith Sophie,GBR,56.34
Women,2014,Sysmans Jolien,BEL,56.34
Women,2014,Avramova Ekaterina,BUL,56.35
Women,2014,Lima Andressa,BRA,56.35
Women,2014,Bogdanovski Anastasia,MKD,56.36
Women,2014,Waddington Emily,AUS,56.36
Women,2014,Allen Emily,USA,56.37
Women,2014,Buys Kimberly,BEL,56.37
Women,2014,Najdanovski Miroslava,SRB,56.37
Women,2014,Quah Ting Wen,SIN,56.38
Women,2014,Pintar Tjasa,SLO,56.39
Women,2014,Cavalheiro Jessica,BRA,56.4
Women,2014,Lee Byulnim,KOR,56.4
Women,2014,Giareni Theodora,GRE,56.41
Women,2014,Jackson Jessica,GBR,56.41
Women,2014,Harvey Mary-Sophie,CAN,56.42
Women,2014,Madden Paige,USA,56.43
Women,2014,Marsteller Alisabeth,USA,56.43
Women,2014,Thomas Ellen,GBR,56.43
Women,2014,Castro Ortega Patricia,ESP,56.44
Women,2014,Kolotushkina Valeriya,RUS,56.44
Women,2014,McTaggart Caroline,USA,56.44
Women,2014,Casini Juliette,GBR,56.45
Women,2014,Hindley Isabella,GBR,56.45
Women,2014,Barratt Holly,AUS,56.46
Women,2014,Gastaldello Beryl,FRA,56.46
Women,2014,Dahlia Kelsi,USA,56.46
Women,2014,Pierse Fionnuala,CAN,56.47
Women,2014,Heller Lauren,USA,56.48
Women,2014,Mabboux Isabelle,FRA,56.48
Women,2014,Neale Leah,AUS,56.49
Women,2014,Yoo Jiwon,KOR,56.49
Women,2014,Riordan Hannah,CAN,56.5
Women,2014,Weech Ariel,BAH,56.5
Women,2014,Cook Tamsin,AUS,56.51
Women,2014,Lim Amanda Xiang Qi,SIN,56.51
Women,2014,Misendova Barbora,SVK,56.51
Women,2014,Quirke Ellen E,NZL,56.51
Women,2014,Zevina Daryna,UKR,56.51
Women,2014,Gianotti Megan,AUS,56.52
Women,2014,Kremer Paige,CAN,56.52
Women,2014,Kuras Magdalena,SWE,56.52
Women,2014,Siverling Danielle,USA,56.52
Women,2014,Maree Trudi,RSA,56.53
Women,2014,Oikonomou Iliana,GRE,56.53
Women,2014,Mitchell Libby,GBR,56.54
Women,2014,Tchorz Alicja,POL,56.54
Women,2014,Terink Rieneke,NED,56.54
Women,2014,Anderson Julia,USA,56.55
Women,2014,de Langen Amy,NED,56.55
Women,2014,Junkrajang Natthanan,THA,56.55
Women,2014,Maliutina Viktoriia,RUS,56.55
Women,2014,Osman Farida,EGY,56.55
Women,2014,Sze Hang Yu,HKG,56.55
Women,2014,Hwang Seo Jin,KOR,56.56
Women,2014,Aigaliyeva Elmira,KAZ,56.57
Women,2014,Latham Katie,GBR,56.57
Women,2014,Tao Yurika,JPN,56.57
Women,2014,Lee Jae Young,KOR,56.58
Women,2014,Lindborg Ida,SWE,56.58
Women,2014,Khitraya Yuliya,BLR,56.59
Women,2014,Olsen Elise Naess,NOR,56.6
Women,2014,Cozma Ionela,ROU,56.61
Women,2014,de Jong Ellie,NED,56.61
Women,2014,Mau Jasmine,USA,56.61
Women,2014,Smiddy Clara,USA,56.61
Women,2014,Stafford Nicole,USA,56.61
Women,2014,Brandon Bonnie,USA,56.62
Women,2014,Hind Natasha,NZL,56.62
Women,2014,Kim Jung-Hye,KOR,56.62
Women,2014,Pelton Mary,USA,56.62
Women,2014,Zhang Sishi,CHN,56.63
Women,2014,Westlake Maya,GBR,56.64
Women,2014,Goss Kennedy,CAN,56.65
Women,2014,Baykova Liza,RUS,56.66
Women,2014,Small Meghan,USA,56.66
Women,2014,Di Liddo Elena,ITA,56.67
Women,2014,Miller Georgia,AUS,56.67
Women,2014,Origlia Gioelemaria,ITA,56.67
Women,2014,Davies Mari,GBR,56.68
Women,2014,Kudelkina Maria,RUS,56.68
Women,2014,Lelli Leticia,CAN,56.69
Women,2014,Sutherland Ashley,USA,56.69
Women,2014,Yoo Minju,KOR,56.69
Women,2014,Lam Heather,CAN,56.71
Women,2014,Sekura Misato,JPN,56.71
Women,2014,Kinney Chase,USA,56.72
Women,2014,Liu Zhao,CHN,56.72
Women,2014,Takano Aya,JPN,56.72
Women,2014,Todao Sabrina Jacob,BRA,56.72
Women,2014,Cakici Ilknur Nihan,TUR,56.73
Women,2014,Lee Samantha E,NZL,56.73
Women,2014,Zhang Jiaqi,CHN,56.73
Women,2014,Au Stephanie,HKG,56.75
Women,2014,Morgan Sian,GBR,56.75
Women,2014,Wilkins Emma,GBR,56.75
Women,2014,Zalewski Ellese,AUS,56.75
Women,2014,Foos Reva,GER,56.76
Women,2014,Hespeler Jessica,USA,56.76
Women,2014,Kudinova Ekaterina,RUS,56.76
Women,2014,Behrens Tess,USA,56.77
Women,2014,Camposano Jessica M,COL,56.77
Women,2014,Davis Lucy,GBR,56.78
Women,2014,Hansen Bryndis,ISL,56.78
Women,2014,Klein Nele,GER,56.78
Women,2014,DeLoof Ali,USA,56.79
Women,2014,Merrell Eva,USA,56.79
Women,2014,Senden Chantal,BEL,56.79
Women,2014,Wright Leanne,AUS,56.79
Women,2014,Baker Kathleen,USA,56.8
Women,2014,Biondani Giorgia,ITA,56.8
Women,2014,Dressel Kaitlyn,USA,56.81
Women,2014,Lindborg Nathalie,SWE,56.81
Women,2014,MacLean Heather,CAN,56.81
Women,2014,Thomas Noemie,CAN,56.81
Women,2014,Touati Assia,FRA,56.81
Women,2014,Alkhaldi Jasmine P,PHI,56.82
Women,2014,Avestruz Zoe,USA,56.82
Women,2014,Cunningham Victoria,USA,56.82
Women,2014,Duyzer Ashleigh,AUS,56.82
Women,2014,Stubbins Kelly,AUS,56.82
Women,2014,Dziamidava Aksana,BLR,56.83
Women,2014,Iwamoto Ayu,JPN,56.83
Women,2014,Honma Akari,JPN,56.84
Women,2014,Miller Heidi,USA,56.84
Women,2014,Ishimori Mizuna,JPN,56.85
Women,2014,Gottwald Katrin,GER,56.86
Women,2014,Stevens Hannah,USA,56.86
Women,2014,Chan Shi Min Nur Marina,SIN,56.87
Women,2014,Cini Mathilde,FRA,56.87
Women,2014,Ishihara Mayu,JPN,56.87
Women,2014,Umawatari Yukari,JPN,56.87
Women,2014,Koindredi Vochimie,FRA,56.88
Women,2014,Marquez Jennifer L,VEN,56.88
Women,2014,Petit Cassandra,FRA,56.88
Women,2014,Grossmann Tess,EST,56.89
Women,2014,Gyurinovics Fanni,HUN,56.89
Women,2014,Vose Kirsten,USA,56.89
Women,2014,Goldman Leah,USA,56.9
Women,2014,Gonzalez Ramirez Fernanda,MEX,56.9
Women,2014,Hansen Brooke,USA,56.9
Women,2014,Pish Melissa,USA,56.9
Women,2014,Rousseau Magali,FRA,56.9
Women,2014,Villars Danielle Carmen,SUI,56.9
Women,2014,Barber Eloise,GBR,56.91
Women,2014,Biagioli Paola,ITA,56.91
Women,2014,Earp Lauren,CAN,56.91
Women,2014,Keire Jacqueline,CAN,56.91
Women,2014,Kneppers Andrea,NED,56.91
Women,2014,Savard Katerine,CAN,56.91
Women,2014,Steiger Jessica,GER,56.91
Women,2014,Pigot Chinyere,SUR,56.92
Women,2014,Jaques Gretchen,USA,56.93
Women,2014,Steenbergen Marrit,NED,56.93
Women,2014,Albertoli Kaitlyn,USA,56.94
Women,2014,Boyle Georgina,GBR,56.94
Women,2014,Houghton Melanie,AUS,56.94
Women,2014,Kishimoto Risa,JPN,56.94
Women,2014,Letang Maria Elena,FRA,56.94
Women,2014,Ruggi Alessia,ITA,56.94
Women,2014,Smith Leah,USA,56.94
Women,2014,Lahl Jenny,GER,56.95
Women,2014,Liu Lan,CHN,56.95
Women,2014,Siebner Keren,USA,56.95
Women,2014,Kawakami Mao,JPN,56.96
Women,2014,McCullagh Nora,USA,56.96
Women,2014,Brand Iris,NED,56.97
Women,2014,Deakin Darcy,GBR,56.97
Women,2014,Etienne Ophelie-Cyrielle,FRA,56.97
Women,2014,Jacobsen Kirsten,USA,56.97
Women,2014,Jensen Julie Kepp,DEN,56.97
Women,2014,Mattingly Zoe,USA,56.97
Women,2014,Schmidtke Aliena,GER,56.97
Women,2014,van Vliet Tamara,NED,56.98
Women,2014,Tachibana Sana,JPN,56.99
Women,2014,Volkmann Julia,BRA,56.99
Women,2014,Mutina Agnes,HUN,57
Women,2014,Raurich Rafaela,BRA,57
Women,2014,Schlicht Jemma,AUS,57
Women,2014,Takemura Miyuki,JPN,57
Women,2014,Zevnik Alexia,CAN,57
Women,2014,Matsa Martha,GRE,57.01
Women,2014,Molnar Flora,HUN,57.01
Women,2014,Palm Rebecka,SWE,57.01
Women,2014,Vandenberg Kim,USA,57.01
Women,2014,Hofton Natasha,GBR,57.02
Women,2014,McIlmail Claire,USA,57.02
Women,2014,Pallares Gomez Sandra,ESP,57.04
Women,2014,Petersen Julie Broendum,DEN,57.04
Women,2014,Urbanczyk Aleksandra,POL,57.04
Women,2014,Fiks Salem Julia,BRA,57.05
Women,2014,Santa Adrienn,HUN,57.05
Women,2014,Simonovic Katarina,SRB,57.05
Women,2014,Baka Vasiliki-Stayroula,GRE,57.06
Women,2014,Haag Laurianne,FRA,57.06
Women,2014,Bauer Brooke,USA,57.07
Women,2014,Malone Kristin,USA,57.07
Women,2014,Neganova Kristina,RUS,57.07
Women,2014,Zhu Vivian,AUS,57.07
Women,2014,Szilagyi Liliana,HUN,57.08
Women,2014,Vay Meredith,USA,57.08
Women,2014,Barber Lauren,USA,57.09
Women,2014,Girardet Noemi,SUI,57.09
Women,2014,Lee Da Lin,KOR,57.09
Women,2014,Leite Ana Sofia,POR,57.09
Women,2014,Rauth Shannon,USA,57.09
Women,2014,Souza Priscila,BRA,57.09
Women,2014,Barton Georgia,GBR,57.1
Women,2014,Kacmaz Esra Kuebra,TUR,57.1
Women,2014,Nesti Alice,ITA,57.1
Women,2014,Neumann Robin,NED,57.1
Women,2014,Williams Rachel,GBR,57.1
Women,2014,Yamamoto Mayuka,JPN,57.1
Women,2014,Gamez Matos Elisbet,CUB,57.11
Women,2014,Grover Katie,USA,57.11
Women,2014,Ama Julia,BRA,57.12
Women,2014,Jeffrey Rhiannon,USA,57.12
Women,2014,Lim Amanda Xiang Qi,SIN,57.12
Women,2014,Stewart Kendyl,USA,57.12
Women,2014,Cygan Magdalena,GBR,57.13
Women,2014,Richaud Leyva Maria Fernand,MEX,57.13
Women,2014,Takiguchi Maho,JPN,57.13
Women,2014,Benjamin Kelli,USA,57.14
Women,2014,Delno Marjolein,NED,57.14
Women,2014,Eddy Eryn,USA,57.14
Women,2014,Murphy Maddie,USA,57.14
Women,2014,Delmar Lindsay,CAN,57.15
Women,2014,Gannon Lizzie,AUS,57.15
Women,2014,Hu Janet,USA,57.15
Women,2014,Shvaeva Irina,RUS,57.15
Women,2014,Ivry Amit,ISR,57.16
Women,2014,Shimomura Sarah,USA,57.16
Women,2014,Boszormenyi Bettina,HUN,57.17
Women,2014,Ciesla Marta,USA,57.17
Women,2014,Feldbinder Mandy,GER,57.17
Women,2014,Karakouskaya Nastassia,BLR,57.17
Women,2014,Kesely Ajna,HUN,57.17
Women,2014,Postoll Becca,USA,57.17
Women,2014,Saunders Emma,GBR,57.17
Women,2014,Friese Melanie,GER,57.18
Women,2014,Ohashi Yui,JPN,57.18
Women,2014,Takahashi Kaho,JPN,57.18
Women,2014,Zaytseva Anna,RUS,57.18
Women,2014,Fassone Beatrice,ITA,57.19
Women,2014,Hayden Rachel,USA,57.19
Women,2014,Rasmus Claire,USA,57.19
Women,2014,Alonso Escriche Ana,ESP,57.2
Women,2014,Barnard Delaney,USA,57.2
Women,2014,Drolc Nina,SLO,57.2
Women,2014,Gustafsdottir Eyglo Osk,ISL,57.2
Women,2014,Kullmann Leonie,GER,57.2
Women,2014,O'Rourke Ellen,AUS,57.2
Women,2014,Stone Jamie,USA,57.2
Women,2014,Triay Aixa,ARG,57.2
Women,2014,Weiland Becca,USA,57.2
Women,2014,Baerens Teresa,GER,57.22
Women,2014,Czeschner Elena,GER,57.22
Women,2014,Hasegawa Tsuzumi,JPN,57.22
Women,2014,Kost Nina,GER,57.22
Women,2014,Liu Kenisha,USA,57.22
Women,2014,Shikler Zohar,ISR,57.22
Women,2014,Verger Gourson Margaux,FRA,57.22
Women,2014,Harrington Lauren,USA,57.23
Women,2014,Yakuba Oryna,UKR,57.23
Women,2014,Bootsma Rachel,USA,57.24
Women,2014,Braunecker Avery,USA,57.24
Women,2014,Panti Elissavet,GRE,57.24
Women,2014,Shimamura Ami,JPN,57.24
Women,2014,Sjoestroem Sarah,SWE,01:55.0
Women,2014,Ledecky Katie,USA,01:55.2
Women,2014,Heemskerk Femke,NED,01:55.3
Women,2014,McKeon Emma,AUS,01:55.6
Women,2014,Pellegrini Federica,ITA,01:55.7
Women,2014,O'Connor Siobhan-Marie,GBR,01:55.8
Women,2014,Andrusenko Veronika,RUS,01:55.9
Women,2014,Franklin Missy,USA,01:56.0
Women,2014,Shen Duo,CHN,01:56.1
Women,2014,Muffat Camille,FRA,01:56.3
Women,2014,Hosszu Katinka,HUN,01:56.3
Women,2014,Schmitt Allison,USA,01:56.4
Women,2014,Barratt Bronte,AUS,01:56.6
Women,2014,Elmslie Brittany,AUS,01:56.8
Women,2014,Boyle Lauren,NZL,01:56.8
Women,2014,Qiu Yuhan,CHN,01:56.8
Women,2014,Costa Schmid Melanie,ESP,01:56.9
Women,2014,Bonnet Charlotte,FRA,01:57.0
Women,2014,Schlanger-Wright Melanie,AUS,01:57.2
Women,2014,Prinsloo Karin,RSA,01:57.2
Women,2014,Coleman Michelle,SWE,01:57.2
Women,2014,MacLean Brittany,CAN,01:57.2
Women,2014,Carlin Jazmin,GBR,01:57.3
Women,2014,Vreeland Shannon,USA,01:57.4
Women,2014,Mizzau Alice,ITA,01:57.5
Women,2014,Smith Leah,USA,01:57.6
Women,2014,Zhang Yufei,CHN,01:57.6
Women,2014,Cheverton Sam,CAN,01:57.8
Women,2014,Tang Yi,CHN,01:57.8
Women,2014,Guo Jun Jun,CHN,01:58.0
Women,2014,Andreeva-Belyakova Viktoriya,RUS,01:58.1
Women,2014,van Rouwendaal Sharon,NED,01:58.1
Women,2014,Pirozzi Stefania,ITA,01:58.2
Women,2014,Zhang Yuhan,CHN,01:58.2
Women,2014,Neale Leah,AUS,01:58.3
Women,2014,Hoff Katie,USA,01:58.3
Women,2014,Runge Cierra,USA,01:58.3
Women,2014,Palmer Kylie,AUS,01:58.4
Women,2014,Cao Yue,CHN,01:58.4
Women,2014,Nay Meagen,AUS,01:58.4
Women,2014,McClatchey Caitlin,GBR,01:58.5
Women,2014,Rangelova Nina,BUL,01:58.6
Women,2014,Shao Yiwen,CHN,01:58.6
Women,2014,Throssell Brianna,AUS,01:58.6
Women,2014,Chenault Chelsea,USA,01:58.6
Women,2014,Groves Madeline,AUS,01:58.6
Women,2014,Beisel Elizabeth,USA,01:58.7
Women,2014,Bochmann Anne,GBR,01:58.7
Women,2014,Balmy Coralie,FRA,01:58.7
Women,2014,Drabot Katherine,USA,01:58.7
Women,2014,Manuel Simone,USA,01:58.8
Women,2014,Faulkner Eleanor,GBR,01:58.8
Women,2014,Verraszto Evelyn,HUN,01:58.8
Women,2014,Hansson Louise,SWE,01:58.9
Women,2014,Vermeulen Esmee,NED,01:58.9
Women,2014,Igarashi Chihiro,JPN,01:59.0
Women,2014,Margalis Melanie,USA,01:59.0
Women,2014,Lucie-Smith Samantha M,NZL,01:59.0
Women,2014,Cheng Camille Lily Mei,HKG,01:59.0
Women,2014,Bi Yirong,CHN,01:59.0
Women,2014,Henry Sarah,USA,01:59.1
Women,2014,Turner Rebecca,GBR,01:59.1
Women,2014,Zaiser Lisa,AUT,01:59.1
Women,2014,Bruhn Annika,GER,01:59.2
Women,2014,Cox Madisyn,USA,01:59.2
Women,2014,Zhang Sishi,CHN,01:59.2
Women,2014,Masini Luccetti Chiara,ITA,01:59.2
Women,2014,Ackman Alyson,CAN,01:59.3
Women,2014,Jakabos Zsuzsanna,HUN,01:59.3
Women,2014,Mattern Jordan,USA,01:59.3
Women,2014,Allen Emily,USA,01:59.4
Women,2014,Maughan Amelia,GBR,01:59.4
Women,2014,Lee Shauna,GBR,01:59.4
Women,2014,Lippok Silke,GER,01:59.4
Women,2014,Matsuo Ami,AUS,01:59.4
Women,2014,Miyamoto Yasuko,JPN,01:59.4
Women,2014,Friedrich Johanna,GER,01:59.5
Women,2014,Jack Shayna,AUS,01:59.5
Women,2014,Kukla Yolane,AUS,01:59.5
Women,2014,Kapas Boglarka,HUN,01:59.5
Women,2014,Bispo Karlee,USA,01:59.6
Women,2014,Belmonte Garcia Mireia,ESP,01:59.6
Women,2014,McDermott Amber,USA,01:59.6
Women,2014,Buchanan Carla,AUS,01:59.6
Women,2014,Ikee Rikako,JPN,01:59.7
Women,2014,Haughey Siobhan,HKG,01:59.7
Women,2014,Pelton Elizabeth,USA,01:59.7
Women,2014,Maliutina Viktoriia,RUS,01:59.7
Women,2014,Robinson Emma,NZL,01:59.7
Women,2014,Takano Aya,JPN,01:59.7
Women,2014,Oliveira Larissa,BRA,01:59.7
Women,2014,Openysheva Arina,RUS,01:59.7
Women,2014,Hache Cloe,FRA,01:59.8
Women,2014,Murez Andrea,USA,01:59.8
Women,2014,Gallardo Carapeto Fatima,ESP,01:59.9
Women,2014,Cook Tamsin,AUS,01:59.9
Women,2014,Mitchell Libby,GBR,01:59.9
Women,2014,Jardin Barbara,CAN,01:59.9
Women,2014,Moseley Stanzi,USA,01:59.9
Women,2014,Overholt Emily,CAN,01:59.9
Women,2014,Pinto Andreina,VEN,01:59.9
Women,2014,Mochida Haya,JPN,01:59.9
Women,2014,Miley Hannah,GBR,01:59.9
Women,2014,Ignacio Sorribes Judit,ESP,02:00.0
Women,2014,Lyrio Manuella,BRA,02:00.0
Women,2014,Thielmann Jessica,GBR,02:00.0
Women,2014,Aoki Tomomi,JPN,02:00.0
Women,2014,Meilutyte Ruta,LTU,02:00.1
Women,2014,Jones Ellena,GBR,02:00.1
Women,2014,Gomez Cortes Beatriz,ESP,02:00.1
Women,2014,Cavalheiro Jessica,BRA,02:00.1
Women,2014,Ruck Taylor,USA,02:00.1
Women,2014,Baker Kathleen,USA,02:00.2
Women,2014,Vrooman Lindsay,USA,02:00.2
Women,2014,Mann Becca,USA,02:00.2
Women,2014,Anderson Julia,USA,02:00.2
Women,2014,Piehl Caroline,USA,02:00.2
Women,2014,Janzen Kiera,USA,02:00.2
Women,2014,Johannessen Cecilie,NOR,02:00.2
Women,2014,Matsumoto Yayoi,JPN,02:00.2
Women,2014,Brown Erika,USA,02:00.3
Women,2014,Jagdfeld Abby,USA,02:00.3
Women,2014,Savard Katerine,CAN,02:00.3
Women,2014,Keire Jacqueline,CAN,02:00.4
Women,2014,Mullakaeva Daria,RUS,02:00.4
Women,2014,Lips Haley,USA,02:00.4
Women,2014,Carli Diletta,ITA,02:00.4
Women,2014,Goss Kennedy,CAN,02:00.5
Women,2014,Harnish Courtney,USA,02:00.5
Women,2014,Blume Pernille,DEN,02:00.5
Women,2014,Madden Paige,USA,02:00.5
Women,2014,Mutina Agnes,HUN,02:00.5
Women,2014,Ryan Gillian,USA,02:00.5
Women,2014,Terink Rieneke,NED,02:00.5
Women,2014,Mabboux Isabelle,FRA,02:00.5
Women,2014,Fairweather Remy,AUS,02:00.5
Women,2014,Dirado Maya,USA,02:00.5
Women,2014,Pintar Tjasa,SLO,02:00.5
Women,2014,Lazare Mylene,FRA,02:00.6
Women,2014,Etienne Ophelie-Cyrielle,FRA,02:00.6
Women,2014,Flickinger Hali,USA,02:00.6
Women,2014,de Memme Martina,ITA,02:00.6
Women,2014,Sutton Chloe,USA,02:00.6
Women,2014,Dekker Inge,NED,02:00.6
Women,2014,Gandy Ellen,AUS,02:00.6
Women,2014,Bilquist Amy,USA,02:00.6
Women,2014,Ashwood Jessica,AUS,02:00.7
Women,2014,Camposano Jessica M,COL,02:00.7
Women,2014,Musso Erica,ITA,02:00.7
Women,2014,Levings Amy,AUS,02:00.8
Women,2014,Simonovic Katarina,SRB,02:00.8
Women,2014,Eddy Eryn,USA,02:00.8
Women,2014,Boyle Georgina,GBR,02:00.8
Women,2014,Kim Suyeon,KOR,02:00.8
Women,2014,Koehler Sarah,GER,02:00.8
Women,2014,Aitchison Lexy,CAN,02:00.8
Women,2014,Huether Marlene,GER,02:00.8
Women,2014,Moroney Megan,USA,02:00.8
Women,2014,Siverling Danielle,USA,02:00.9
Women,2014,Castro Ortega Patricia,ESP,02:00.9
Women,2014,Ustinova Daria S,RUS,02:00.9
Women,2014,Gillett Chelsea,AUS,02:00.9
Women,2014,Bowles Alanna,AUS,02:00.9
Women,2014,Moseley Constanze F,USA,02:00.9
Women,2014,Quigley Lauren,GBR,02:00.9
Women,2014,Hind Natasha,NZL,02:00.9
Women,2014,van der Zanden Wendy,NED,02:01.0
Women,2014,Makino Hiroko,JPN,02:01.0
Women,2014,Romano Megan,USA,02:01.0
Women,2014,Weber Alina,GER,02:01.0
