Count;Course;Event;Cod;Gender;Date;Time;Athlete;Country;Meet;City;Nation;Type;Birthday;days;Age
154;LCM;400m freestyle;4;Women;14/08/1965;4:39.2;RANDALL, Martha;USA;AAU Championships;Maumee, Ohio;USA;Individual;12/06/1948;6272 ;17 years, 63 days
155;LCM;400m freestyle;4;Women;26/08/1965;4:38.0;RANDALL, Martha;USA;;Monte Carlo;MON;Individual;12/06/1948;6284 ;17 years, 75 days
156;LCM;400m freestyle;4;Women;30/06/1967;4:36.8;KRUSE, Pamela;USA;;Fort Lauderdale, Florida;USA;Individual;03/06/1950;6236 ;17 years, 27 days
157;LCM;400m freestyle;4;Women;07/07/1967;4:36.4;KRUSE, Pamela;USA;Santa Clara Invitational;Santa Clara, California;USA;Individual;03/06/1950;6243 ;17 years, 34 days
158;LCM;400m freestyle;4;Women;27/07/1967;4:32.6;MEYER, Debbie;USA;Pan American Games;Winnipeg, Manitoba;CAN;Individual;14/08/1952;5460 ;14 years, 347 days
159;LCM;400m freestyle;4;Women;18/08/1967;4:29.0;MEYER, Debbie;USA;AAU Championships;Philadelphia, Pennsylvania;USA;Individual;14/08/1952;5482 ;15 years, 4 days
160;LCM;400m freestyle;4;Women;01/08/1968;4:26.7;MEYER, Debbie;USA;AAU Championships;Lincoln, Nebraska;USA;Individual;14/08/1952;5831 ;15 years, 353 days
161;LCM;400m freestyle;4;Women;25/08/1968;4:24.55;MEYER, Debbie;USA;USA Olympic Trials;Long Beach, California;USA;Individual;14/08/1952;5855 ;16 years, 11 days
162;LCM;400m freestyle;4;Women;20/08/1970;4:24.24;MEYER, Debbie;USA;AAU Championships;Los Angeles, California;USA;Individual;14/08/1952;6580 ;18 years, 6 days
163;LCM;400m freestyle;4;Women;30/04/1971;4:22.6;MORAS, Karen;AUS;Coca Cola International;London, Greater London, England;GBR;Individual;06/01/1954;6323 ;17 years, 114 days
164;LCM;400m freestyle;4;Women;09/07/1971;4:21.2;GOULD, Shane;AUS;Santa Clara Invitational;Santa Clara, California;USA;Individual;23/11/1956;5341 ;14 years, 228 days
165;LCM;400m freestyle;4;Women;30/08/1972;4:19.04;GOULD, Shane;AUS;Olympic Games;M nchen, Bavaria;FRG;Individual;23/11/1956;5759 ;15 years, 281 days
166;LCM;400m freestyle;4;Women;22/08/1973;4:18.07;ROTHHAMMER, Keena;USA;USA Nationals & World Championship Trials;Louisville, Kentucky;USA;Individual;26/02/1957;6021 ;16 years, 177 days
167;LCM;400m freestyle;4;Women;28/06/1974;4:17.33;GREENWOOD, Heather;USA;Santa Clara Invitational;Santa Clara, California;USA;Individual;;;
168;LCM;400m freestyle;4;Women;22/08/1974;4:15.77;BABASHOFF, Shirley;USA;USA Nationals;Concord, California;USA;Individual;31/01/1957;6412 ;17 years, 203 days
169;LCM;400m freestyle;4;Women;20/06/1975;4:14.76;BABASHOFF, Shirley;USA;USA World Championship Trials;Long Beach, California;USA;Individual;31/01/1957;6714 ;18 years, 140 days
170;LCM;400m freestyle;4;Women;03/06/1976;4:11.69;KRAUSE, Barbara;GDR;GDR Olympic Trials;Berlin;GDR;Individual;07/07/1959;6176 ;16 years, 332 days
171;LCM;400m freestyle;4;Women;20/07/1976;4:09.89;THUMER, Petra;GDR;Olympic Games;Montr al, Qu bec;CAN;Individual;29/01/1961;5651 ;15 years, 173 days
172;LCM;400m freestyle;4;Women;17/08/1977;4:08.91;THUMER, Petra;GDR;European Championships;J nk ping;SWE;Individual;29/01/1961;6044 ;16 years, 200 days
173;LCM;400m freestyle;4;Women;02/08/1978;4:07.66;LINEHAN, Kim;USA;USA Summer Nationals;The Woodlands, Texas;USA;Individual;11/12/1962;5713 ;15 years, 234 days
174;LCM;400m freestyle;4;Women;24/08/1978;4:06.28;WICKHAM, Tracey;AUS;World Championships;Berlin;FRG;Individual;24/11/1962;5752 ;15 years, 273 days
175;LCM;400m freestyle;4;Women;20/12/1987;4:05.45;EVANS, Janet;USA;USA Open;Orlando, Florida;USA;Individual;28/08/1971;5958 ;16 years, 114 days
176;LCM;400m freestyle;4;Women;22/09/1988;4:03.85;EVANS, Janet;USA;Olympic Games;Seoul;KOR;Individual;28/08/1971;6235 ;17 years, 25 days
177;LCM;400m freestyle;4;Women;12/05/2006;4:03.03;MANAUDOU, Laure;FRA;French Championships;Tours;FRA;Individual;09/10/1986;7155 ;19 years, 215 days
178;LCM;400m freestyle;4;Women;06/08/2006;4:02.13;MANAUDOU, Laure;FRA;European Championships;Budapest;HUN;Individual;09/10/1986;7241 ;19 years, 301 days
179;LCM;400m freestyle;4;Women;24/03/2008;4:01.53;PELLEGRINI, Federica;ITA;European Championships;Eindhoven;NED;Individual;05/08/1988;7171 ;19 years, 232 days
180;LCM;400m freestyle;4;Women;16/03/2009;4:00.66;JACKSON, Joanne;GBR;British Championships;Sheffield, South Yorkshire, England;GBR;Individual;12/09/1986;8221 ;22 years, 185 days
181;LCM;400m freestyle;4;Women;27/06/2009;4:00.41;PELLEGRINI, Federica;ITA;Mediterranean Games;Pescara;ITA;Individual;05/08/1988;7631 ;20 years, 326 days
182;LCM;400m freestyle;4;Women;26/07/2009;3:59.15;PELLEGRINI, Federica;ITA;World Championships;Roma, Lazio;ITA;Individual;05/08/1988;7660 ;20 years, 355 days
183;LCM;400m freestyle;4;Women;09/08/2014;3:58.86;LEDECKY, Katie;USA;USA Nationals;Irvine, California;USA;Individual;17/03/1997;6354 ;17 years, 145 days
184;LCM;400m freestyle;4;Women;23/08/2014;3:58.37;LEDECKY, Katie;USA;Pan Pacific Championships;Gold Coast;AUS;Individual;17/03/1997;6368 ;17 years, 159 days
185;LCM;400m freestyle;4;Women;07/08/2016;3:56.46;LEDECKY, Katie;USA;Olympic Games;Rio de Janeiro;BRA;Individual;17/03/1997;7083 ;19 years, 143 days
186;LCM;400m freestyle;4;Women;22/05/2022;3:56.40;TITMUS, Ariarne;AUS;Australian Championships;Adelaide, South Australia;AUS;Individual;07/09/2000;7927 ;21 years, 257 days
187;LCM;400m freestyle;4;Women;28/03/2023;3:56.08;MCINTOSH, Summer;CAN;Canadian World Championship Trials;Toronto;CAN;Individual;18/08/2006;6066 ;16 years, 222 days
188;LCM;400m freestyle;4;Women;23/07/2023;3:55.38;TITMUS, Ariarne;AUS;World Championships;Fukuoka, Fukuoka;JPN;Individual;07/09/2000;8354 ;22 years, 319 days
189;LCM;800m freestyle;5;Women;17/08/1919;13:19.0;EDERLE, Gertrude;USA;;Indianapolis, Indiana;USA;Individual;23/10/1905;5046 ;13 years, 298 days
190;LCM;800m freestyle;5;Women;06/08/1925;12:58.2;MCGARY, Ethel;USA;;Detroit, Michigan;USA;Individual;21/10/1907;6499 ;17 years, 289 days
191;LCM;800m freestyle;5;Women;15/08/1925;12:56.0;MCGARY, Ethel;USA;;Indianapolis, Indiana;USA;Individual;21/10/1907;6508 ;17 years, 298 days
192;LCM;800m freestyle;5;Women;07/08/1926;12:47.2;NORELIUS, Martha;USA;;Philadelphia, Pennsylvania;USA;Individual;22/01/1909;6406 ;17 years, 197 days
193;LCM;800m freestyle;5;Women;31/07/1927;12:17.8;NORELIUS, Martha;USA;;Massapequa, New York;USA;Individual;22/01/1909;6764 ;18 years, 190 days
194;LCM;800m freestyle;5;Women;10/08/1929;12:03.8;MCKIM, Josephine;USA;AAU Women's Championships;Honolulu, Hawaii;USA;Individual;04/01/1910;7158 ;19 years, 218 days
195;LCM;800m freestyle;5;Women;06/07/1930;11:41.2;MADISON, Helene;USA;;Long Beach, California;USA;Individual;19/06/1913;6226 ;17 years, 17 days
196;LCM;800m freestyle;5;Women;21/07/1935;11:34.4;KIGHT, Lenore;USA;;Manhattan Beach, California;USA;Individual;26/09/1911;8699 ;23 years, 298 days
197;LCM;800m freestyle;5;Women;03/07/1936;11:11.7;HVEGER ANDERSEN, Ragnhild;DEN;;K benhavn (Copenhagen);DEN;Individual;10/12/1920;5684 ;15 years, 206 days
198;LCM;800m freestyle;5;Women;13/08/1941;10:52.5;HVEGER ANDERSEN, Ragnhild;DEN;;K benhavn (Copenhagen);DEN;Individual;10/12/1920;7551 ;20 years, 246 days
199;LCM;800m freestyle;5;Women;28/06/1953;10:42.4;GYENGE, Valeria;HUN;;Budapest;HUN;Individual;03/04/1933;7391 ;20 years, 86 days
200;LCM;800m freestyle;5;Women;14/01/1956;10:30.9;CRAPP, Lorraine;AUS;;Sydney, New South Wales;AUS;Individual;01/10/1938;6314 ;17 years, 105 days
201;LCM;800m freestyle;5;Women;16/02/1957;10:27.3;KOK, Mary;NED;;Durban;RSA;Individual;;;
202;LCM;800m freestyle;5;Women;09/01/1958;10:17.7;KONRADS, Ilsa;AUS;;Sydney, New South Wales;AUS;Individual;29/03/1944;5034 ;13 years, 286 days
203;LCM;800m freestyle;5;Women;20/02/1958;10:16.2;KONRADS, Ilsa;AUS;Australian Championships;Melbourne, Victoria;AUS;Individual;29/03/1944;5076 ;13 years, 328 days
204;LCM;800m freestyle;5;Women;13/06/1958;10:11.8;KONRADS, Ilsa;AUS;;Townsville, Queensland;AUS;Individual;29/03/1944;5189 ;14 years, 76 days
205;LCM;800m freestyle;5;Women;19/02/1959;10:11.4;KONRADS, Ilsa;AUS;;Hobart, Tasmania;AUS;Individual;29/03/1944;5440 ;14 years, 327 days
206;LCM;800m freestyle;5;Women;17/08/1960;9:55.6;CEDERQVIST, Jane;SWE;;Uppsala;SWE;Individual;01/07/1945;5526 ;15 years, 47 days
207;LCM;800m freestyle;5;Women;26/08/1962;9:51.6;HOUSE, Carolyn;USA;;Los Altos, California;USA;Individual;23/08/1945;6212 ;17 years, 3 days
208;LCM;800m freestyle;5;Women;30/07/1964;9:47.3;CARETTO, Patricia;USA;USA Summer Nationals;Los Altos, California;USA;Individual;04/01/1951;4956 ;13 years, 208 days
209;LCM;800m freestyle;5;Women;28/09/1964;9:36.9;FINNERAN, Sharon;USA;Pre-Olympic Meet;Los Angeles, California;USA;Individual;04/02/1946;6811 ;18 years, 237 days
210;LCM;800m freestyle;5;Women;09/07/1967;9:35.8;MEYER, Debbie;USA;Santa Clara Invitational;Santa Clara, California;USA;Individual;14/08/1952;5442 ;14 years, 329 days
211;LCM;800m freestyle;5;Women;29/07/1967;9:22.9;MEYER, Debbie;USA;Pan American Games;Winnipeg, Manitoba;CAN;Individual;14/08/1952;5462 ;14 years, 349 days
212;LCM;800m freestyle;5;Women;21/07/1968;9:19.0;MEYER, Debbie;USA;;Los Angeles, California;USA;Individual;14/08/1952;5820 ;15 years, 342 days
213;LCM;800m freestyle;5;Women;04/08/1968;9:17.8;MEYER, Debbie;USA;AAU Championships;Lincoln, Nebraska;USA;Individual;14/08/1952;5834 ;15 years, 356 days
214;LCM;800m freestyle;5;Women;28/08/1968;9:10.36;MEYER, Debbie;USA;USA Olympic Trials;Long Beach, California;USA;Individual;14/08/1952;5858 ;16 years, 14 days
215;LCM;800m freestyle;5;Women;01/03/1970;9:09.1;MORAS, Karen;AUS;Australia Championships;Sydney, New South Wales;AUS;Individual;06/01/1954;5898 ;16 years, 54 days
216;LCM;800m freestyle;5;Women;18/07/1970;9:02.45;MORAS, Karen;AUS;Commonwealth Games;Edinburgh, Scotland;GBR;Individual;06/01/1954;6037 ;16 years, 193 days
217;LCM;800m freestyle;5;Women;10/09/1971;8:59.37;SIMMONS, Ann;USA;USA v URS v GBR Tri-Meet;Minsk, Belorussia;URS;Individual;10/03/1953;6758 ;18 years, 184 days
218;LCM;800m freestyle;5;Women;03/12/1971;8:58.1;GOULD, Shane;AUS;;Sydney, New South Wales;AUS;Individual;23/11/1956;5488 ;15 years, 10 days
219;LCM;800m freestyle;5;Women;06/08/1972;8:53.83;HARSHBARGER, Jo;USA;USA Olympic Trials;Chicago, Illinois;USA;Individual;17/11/1956;5741 ;15 years, 263 days
220;LCM;800m freestyle;5;Women;03/09/1972;8:53.68;ROTHHAMMER, Keena;USA;Olympic Games;M nchen, Bavaria;FRG;Individual;26/02/1957;5668 ;15 years, 190 days
221;LCM;800m freestyle;5;Women;09/09/1973;8:52.973;CALLIGARIS, Novella;ITA;World Championships;Beograd (Belgrade);YUG;Individual;27/12/1954;6831 ;18 years, 256 days
222;LCM;800m freestyle;5;Women;05/01/1974;8:50.1;TURRALL, Jenny;AUS;New South Wales State Championships;Sydney, New South Wales;AUS;Individual;09/05/1960;4989 ;13 years, 241 days
223;LCM;800m freestyle;5;Women;25/08/1974;8:47.66;HARSHBARGER, Jo;USA;AAU Championships;Concord, California;USA;Individual;17/11/1956;6490 ;17 years, 281 days
224;LCM;800m freestyle;5;Women;31/08/1974;8:47.50;HARSHBARGER, Jo;USA;USA v GDR Dual Meet;Concord, California;USA;Individual;17/11/1956;6496 ;17 years, 287 days
225;LCM;800m freestyle;5;Women;31/03/1975;8:43.48;TURRALL, Jenny;AUS;Coca Cola International;London, Greater London, England;GBR;Individual;09/05/1960;5439 ;14 years, 326 days
226;LCM;800m freestyle;5;Women;04/06/1976;8:40.68;THUMER, Petra;GDR;GDR Olympic Trials;Berlin;GDR;Individual;29/01/1961;5605 ;15 years, 127 days
227;LCM;800m freestyle;5;Women;21/06/1976;8:39.63;BABASHOFF, Shirley;USA;USA Olympic Trials;Long Beach, California;USA;Individual;31/01/1957;7081 ;19 years, 142 days
228;LCM;800m freestyle;5;Women;25/07/1976;8:37.14;THUMER, Petra;GDR;Olympic Games;Montr al, Qu bec;CAN;Individual;29/01/1961;5656 ;15 years, 178 days
229;LCM;800m freestyle;5;Women;09/07/1977;8:35.04;THUMER, Petra;GDR;GDR Nationals & European Championship Trials;Leipzig;GDR;Individual;29/01/1961;6005 ;16 years, 161 days
230;LCM;800m freestyle;5;Women;06/01/1978;8:34.86;FORD, Michelle;AUS;KBI meet;Brisbane, Queensland;AUS;Individual;15/07/1962;5654 ;15 years, 175 days
231;LCM;800m freestyle;5;Women;21/01/1978;8:31.30;FORD, Michelle;AUS;New South Wales State Championships;Sydney, New South Wales;AUS;Individual;15/07/1962;5669 ;15 years, 190 days
232;LCM;800m freestyle;5;Women;21/02/1978;8:30.53;WICKHAM, Tracey;AUS;Australia Championships;Brisbane, Queensland;AUS;Individual;24/11/1962;5568 ;15 years, 89 days
233;LCM;800m freestyle;5;Women;05/08/1978;8:24.62;WICKHAM, Tracey;AUS;Commonwealth Games;Edmonton, Alberta;CAN;Individual;24/11/1962;5733 ;15 years, 254 days
234;LCM;800m freestyle;5;Women;27/07/1987;8:22.44;EVANS, Janet;USA;USA Nationals & Pan Pacific Trials;Clovis, California;USA;Individual;28/08/1971;5812 ;15 years, 333 days
235;LCM;800m freestyle;5;Women;19/08/1987;8:19.53;MOHRING, Anke;GDR;European Championships;Strasbourg;FRA;Individual;28/08/1969;6565 ;17 years, 356 days
236;LCM;800m freestyle;5;Women;22/03/1988;8:17.12;EVANS, Janet;USA;USA Spring Nationals;Orlando, Florida;USA;Individual;28/08/1971;6051 ;16 years, 207 days
237;LCM;800m freestyle;5;Women;20/08/1989;8:16.22;EVANS, Janet;USA;Pan Pacific Championships;Tokyo;JPN;Individual;28/08/1971;6567 ;17 years, 357 days
238;LCM;800m freestyle;5;Women;16/08/2008;8:14.10;ADLINGTON, Rebecca;GBR;Olympic Games;Beijing;CHN;Individual;17/02/1989;7120 ;19 years, 181 days
239;LCM;800m freestyle;5;Women;03/08/2013;8:13.86;LEDECKY, Katie;USA;World Championships;Barcelona;ESP;Individual;17/03/1997;5983 ;16 years, 139 days
240;LCM;800m freestyle;5;Women;22/06/2014;8:11.00;LEDECKY, Katie;USA;TWST Senior Invitational;The Woodlands, Texas;USA;Individual;17/03/1997;6306 ;17 years, 97 days
241;LCM;800m freestyle;5;Women;08/08/2015;8:07.39;LEDECKY, Katie;USA;World Championships;Kazan;RUS;Individual;17/03/1997;6718 ;18 years, 144 days
242;LCM;800m freestyle;5;Women;17/01/2016;8:06.68;LEDECKY, Katie;USA;Arena Pro Swim Series;Austin, Texas;USA;Individual;17/03/1997;6880 ;18 years, 306 days
243;LCM;800m freestyle;5;Women;12/08/2016;8:04.79;LEDECKY, Katie;USA;Olympic Games;Rio de Janeiro;BRA;Individual;17/03/1997;7088 ;19 years, 148 days
244;LCM;1500m freestyle;6;Women;19/08/1922;25:06.6;WAINWRIGHT, Helen;USA;;New York, New York;USA;Individual;15/03/1906;6001 ;16 years, 157 days
245;LCM;1500m freestyle;6;Women;31/12/1925;24:07.6;MCGARY, Ethel;USA;;Coral Gables, Florida;USA;Individual;21/10/1907;6646 ;18 years, 71 days
246;LCM;1500m freestyle;6;Women;15/09/1926;24:00.2;MAYNE, Edith May;GBR;;Exmouth;GBR;Individual;29/09/1905;7656 ;20 years, 351 days
247;LCM;1500m freestyle;6;Women;28/07/1927;23:44.6;NORELIUS, Martha;USA;;Massapequa, Ohio;USA;Individual;22/01/1909;6761 ;18 years, 187 days
248;LCM;1500m freestyle;6;Women;15/07/1931;23:17.2;MADISON, Helene;USA;;New York, New York;USA;Individual;19/06/1913;6600 ;18 years, 26 days
249;LCM;1500m freestyle;6;Women;26/06/1936;22:36.7;FREDERIKSEN, Grethe Ortved;DEN;;K benhavn (Copenhagen);DEN;Individual;12/01/1918;6740 ;18 years, 166 days
250;LCM;1500m freestyle;6;Women;03/07/1938;21:45.7;HVEGER ANDERSEN, Ragnhild;DEN;;Helsinki;FIN;Individual;10/12/1920;6414 ;17 years, 205 days
251;LCM;1500m freestyle;6;Women;11/08/1940;21:10.1;HVEGER ANDERSEN, Ragnhild;DEN;;Helsinki;FIN;Individual;10/12/1920;7184 ;19 years, 245 days
252;LCM;1500m freestyle;6;Women;20/08/1941;20:57.0;HVEGER ANDERSEN, Ragnhild;DEN;;K benhavn (Copenhagen);DEN;Individual;10/12/1920;7558 ;20 years, 253 days
253;LCM;1500m freestyle;6;Women;23/07/1955;20:46.5;DE NIJS, Lenie;NED;;Utrecht;NED;Individual;;;
254;LCM;1500m freestyle;6;Women;21/08/1956;20:22.8;KOSTER, Jans;NED;;Utrecht;NED;Individual;;;
255;LCM;1500m freestyle;6;Women;27/07/1957;20:03.1;KOSTER, Jans;NED;;Hilversum;NED;Individual;;;
256;LCM;1500m freestyle;6;Women;13/01/1960;19:25.7;KONRADS, Ilsa;AUS;;Sydney, New South Wales;AUS;Individual;29/03/1944;5768 ;15 years, 290 days
257;LCM;1500m freestyle;6;Women;08/09/1960;19:23.6;CEDERQVIST, Jane;SWE;;Uppsala;SWE;Individual;01/07/1945;5548 ;15 years, 69 days
258;LCM;1500m freestyle;6;Women;27/06/1961;19:02.8;RYLANDER, Margareta;SWE;;Uppsala;SWE;Individual;;;
259;LCM;1500m freestyle;6;Women;16/08/1962;18:44.0;HOUSE, Carolyn;USA;;Chicago, Illinois;USA;Individual;23/08/1945;6202 ;16 years, 358 days
260;LCM;1500m freestyle;6;Women;30/07/1964;18:30.5;CARETTO, Patricia;USA;USA Summer Nationals;Los Altos, California;USA;Individual;04/01/1951;4956 ;13 years, 208 days
261;LCM;1500m freestyle;6;Women;12/08/1965;18:23.7;CARETTO, Patricia;USA;;Los Altos, California;USA;Individual;04/01/1951;5334 ;14 years, 220 days
262;LCM;1500m freestyle;6;Women;21/08/1966;18:12.9;CARETTO, Patricia;USA;AAU Championships;Lincoln, Nebraska;USA;Individual;04/01/1951;5708 ;15 years, 229 days
263;LCM;1500m freestyle;6;Women;09/07/1967;18:11.1;MEYER, Debbie;USA;Santa Clara Invitational;Santa Clara, California;USA;Individual;14/08/1952;5442 ;14 years, 329 days
264;LCM;1500m freestyle;6;Women;20/08/1967;17:50.2;MEYER, Debbie;USA;AAU Championships;Philadelphia, Pennsylvania;USA;Individual;14/08/1952;5484 ;15 years, 6 days
265;LCM;1500m freestyle;6;Women;21/08/1968;17:31.2;MEYER, Debbie;USA;USA Olympic Trials;Long Beach, California;USA;Individual;14/08/1952;5851 ;16 years, 7 days
266;LCM;1500m freestyle;6;Women;17/08/1969;17:19.9;MEYER, Debbie;USA;AAU Championships;Louisville, Kentucky;USA;Individual;14/08/1952;6212 ;17 years, 3 days
267;LCM;1500m freestyle;6;Women;28/08/1971;17:19.20;CALHOUN, Catherine;USA;AAU Championships;Houston, Texas;USA;Individual;;;
268;LCM;1500m freestyle;6;Women;12/12/1971;17:00.6;GOULD, Shane;AUS;;Sydney, New South Wales;AUS;Individual;23/11/1956;5497 ;15 years, 19 days
269;LCM;1500m freestyle;6;Women;11/02/1973;16:56.90;GOULD, Shane;AUS;Australia Championships;Adelaide;AUS;Individual;23/11/1956;5924 ;16 years, 80 days
270;LCM;1500m freestyle;6;Women;25/08/1973;16:54.14;HARSHBARGER, Jo;USA;USA Nationals & World Championship Trials;Louisville, Kentucky;USA;Individual;17/11/1956;6125 ;16 years, 281 days
271;LCM;1500m freestyle;6;Women;09/12/1973;16:49.90;TURRALL, Jenny;AUS;Top-level meet;Sydney, New South Wales;AUS;Individual;09/05/1960;4962 ;13 years, 214 days
272;LCM;1500m freestyle;6;Women;09/01/1974;16:48.2;TURRALL, Jenny;AUS;New South Wales State Championships;Sydney, New South Wales;AUS;Individual;09/05/1960;4993 ;13 years, 245 days
273;LCM;1500m freestyle;6;Women;13/07/1974;16:43.4;TURRALL, Jenny;AUS;;Sydney, New South Wales;AUS;Individual;09/05/1960;5178 ;14 years, 65 days
274;LCM;1500m freestyle;6;Women;03/08/1974;16:39.28;TURRALL, Jenny;AUS;Los Angeles Invitational;Los Angeles, California;USA;Individual;09/05/1960;5199 ;14 years, 86 days
275;LCM;1500m freestyle;6;Women;25/08/1974;16:33.94;TURRALL, Jenny;AUS;AAU Championships;Concord, California;USA;Individual;09/05/1960;5221 ;14 years, 108 days
276;LCM;1500m freestyle;6;Women;21/08/1977;16:24.60;BROWNE, Alice;USA;AAU Championships;Mission Viejo, California;USA;Individual;;;
277;LCM;1500m freestyle;6;Women;08/02/1978;16:14.93;WICKHAM, Tracey;AUS;Invitational;Brisbane, Queensland;AUS;Individual;24/11/1962;5555 ;15 years, 76 days
278;LCM;1500m freestyle;6;Women;25/02/1979;16:06.63;WICKHAM, Tracey;AUS;Australia Championships;Perth, Western Australia;AUS;Individual;24/11/1962;5937 ;16 years, 93 days
279;LCM;1500m freestyle;6;Women;19/08/1979;16:04.49;LINEHAN, Kim;USA;AAU Championships;Fort Lauderdale, Florida;USA;Individual;11/12/1962;6095 ;16 years, 251 days
280;LCM;1500m freestyle;6;Women;31/07/1987;16:00.73;EVANS, Janet;USA;USA Nationals & Pan Pacific Trials;Clovis, California;USA;Individual;28/08/1971;5816 ;15 years, 337 days
281;LCM;1500m freestyle;6;Women;26/03/1988;15:52.10;EVANS, Janet;USA;USA Spring Nationals;Orlando, Florida;USA;Individual;28/08/1971;6055 ;16 years, 211 days
282;LCM;1500m freestyle;6;Women;17/06/2007;15:42.54;ZIEGLER, Kate;USA;TYR Meet of Champions;Mission Viejo, California;USA;Individual;27/06/1988;6929 ;18 years, 355 days
283;LCM;1500m freestyle;6;Women;30/07/2013;15:36.53;LEDECKY, Katie;USA;World Championships;Barcelona;ESP;Individual;17/03/1997;5979 ;16 years, 135 days
284;LCM;1500m freestyle;6;Women;19/06/2014;15:34.23;LEDECKY, Katie;USA;TWST Senior Invitational;The Woodlands, Texas;USA;Individual;17/03/1997;6303 ;17 years, 94 days
285;LCM;1500m freestyle;6;Women;24/08/2014;15:28.36;LEDECKY, Katie;USA;Pan Pacific Championships;Gold Coast;AUS;Individual;17/03/1997;6369 ;17 years, 160 days
286;LCM;1500m freestyle;6;Women;03/08/2015;15:27.71;LEDECKY, Katie;USA;World Championships;Kazan;RUS;Individual;17/03/1997;6713 ;18 years, 139 days
287;LCM;1500m freestyle;6;Women;04/08/2015;15:25.48;LEDECKY, Katie;USA;World Championships;Kazan;RUS;Individual;17/03/1997;6714 ;18 years, 140 days
288;LCM;1500m freestyle;6;Women;16/05/2018;15:20.48;LEDECKY, Katie;USA;TYR Pro Swim Series;Indianapolis, Indiana;USA;Individual;17/03/1997;7730 ;21 years, 60 days
289;LCM;50m butterfly;7;Women;18/06/1999;26.54;DE BRUIJN, Inge;NED;Netherlands Championships;Amersfoort;NED;Individual;24/08/1973;9429 ;25 years, 298 days
290;LCM;50m butterfly;7;Women;01/07/1999;26.39;KAMMERLING, Anna-Karin;SWE;Sweden Championships;Halmstad;SWE;Individual;19/10/1980;6829 ;18 years, 255 days
291;LCM;50m butterfly;7;Women;27/07/1999;26.29;KAMMERLING, Anna-Karin;SWE;European Championships;Istanbul;TUR;Individual;19/10/1980;6855 ;18 years, 281 days
292;LCM;50m butterfly;7;Women;20/05/2000;25.83;DE BRUIJN, Inge;NED;Mare Nostrum;Monte Carlo;MON;Individual;24/08/1973;9766 ;26 years, 270 days
