count;Meet;Course;Year;Gender;Event;Rank;Athlete;Country;Time;time1;Margin
17233;Olympic Games;LCM;1988;Men;1500m freestyle;1;SALNIKOV, Vladimir;URS;15:00.40;900.4;2.29
17276;Olympic Games;LCM;1988;Men;100m butterfly;1;NESTY, Anthony;SUR;53.00;53;0.01
17347;Olympic Games;LCM;1988;Men;200m butterfly;1;GROSS, Michael;FRG;1:56.94;116.94;1.30
17405;Olympic Games;LCM;1988;Men;100m backstroke;1;SUZUKI, Daichi;JPN;55.05;55.05;0.13
17475;Olympic Games;LCM;1988;Men;200m backstroke;1;POLIANSKI, Igor;URS;1:59.37;119.37;0.23
17535;Olympic Games;LCM;1988;Men;100m breaststroke;1;MOORHOUSE, Adrian;GBR;1:02.04;62.04;0.01
17615;Olympic Games;LCM;1988;Men;200m breaststroke;1;SZABO, Joszef;HUN;2:13.52;133.52;0.60
17685;Olympic Games;LCM;1988;Men;200m individual medley;1;DARNYI, Tamas;HUN;2:00.17;120.17;1.44
17758;Olympic Games;LCM;1988;Men;400m individual medley;1;DARNYI, Tamas;HUN;4:14.75;254.75;2.61
18157;Olympic Games;LCM;1992;Women;50m freestyle;1;YANG, Wenyi;CHN;24.79;24.79;0.29
18223;Olympic Games;LCM;1992;Women;100m freestyle;1;ZHUANG, Yong;CHN;54.64;54.64;0.20
18287;Olympic Games;LCM;1992;Women;200m freestyle;1;HAISLETT, Nicole;USA;1:57.90;117.9;0.10
18340;Olympic Games;LCM;1992;Women;400m freestyle;1;HASE, Dagmar;GER;4:07.18;247.18;0.19
18389;Olympic Games;LCM;1992;Women;800m freestyle;1;EVANS, Janet;USA;8:25.52;505.52;4.82
18423;Olympic Games;LCM;1992;Women;100m butterfly;1;HONG, Qian;CHN;58.62;58.62;0.12
18488;Olympic Games;LCM;1992;Women;200m butterfly;1;SANDERS, Summer;USA;2:08.67;128.67;0.34
18537;Olympic Games;LCM;1992;Women;100m backstroke;1;EGERSZEGI, Krisztina;HUN;1:00.68;60.68;0.46
18599;Olympic Games;LCM;1992;Women;200m backstroke;1;EGERSZEGI, Krisztina;HUN;2:07.06;127.06;2.40
18658;Olympic Games;LCM;1992;Women;100m breaststroke;1;RUDKOVSKAYA, Yelena;EUN;1:08.00;68;0.17
18717;Olympic Games;LCM;1992;Women;200m breaststroke;1;IWASAKI, Kyoko;JPN;2:26.65;146.65;0.20
18773;Olympic Games;LCM;1992;Women;200m individual medley;1;LI, Lin;CHN;2:11.65;131.65;0.26
18833;Olympic Games;LCM;1992;Women;400m individual medley;1;EGERSZEGI, Krisztina;HUN;4:36.54;276.54;0.19
19065;Olympic Games;LCM;1992;Men;50m freestyle;1;POPOV, Alexander;EUN;21.91;21.91;0.18
19157;Olympic Games;LCM;1992;Men;100m freestyle;1;POPOV, Alexander;EUN;49.02;49.02;0.41
19250;Olympic Games;LCM;1992;Men;200m freestyle;1;SADOVYI, Yevgeny;EUN;1:46.70;106.7;0.16
19322;Olympic Games;LCM;1992;Men;400m freestyle;1;SADOVYI, Yevgeny;EUN;3:45.00;225;0.16
19385;Olympic Games;LCM;1992;Men;1500m freestyle;1;PERKINS, Kieren;AUS;14:43.48;883.48;11.81
19423;Olympic Games;LCM;1992;Men;100m butterfly;1;MORALES, Pablo;USA;53.32;53.32;0.03
19510;Olympic Games;LCM;1992;Men;200m butterfly;1;STEWART, Mel;USA;1:56.26;116.26;1.67
19572;Olympic Games;LCM;1992;Men;100m backstroke;1;TEWKSBURY, Mark;CAN;53.98;53.98;0.06
19641;Olympic Games;LCM;1992;Men;200m backstroke;1;LOPEZ-ZUBERO, Martin;ESP;1:58.47;118.47;0.40
19702;Olympic Games;LCM;1992;Men;100m breaststroke;1;DIEBEL, Nelson;USA;1:01.50;61.5;0.18
19779;Olympic Games;LCM;1992;Men;200m breaststroke;1;BARROWMAN, Mike;USA;2:10.16;130.16;1.07
19849;Olympic Games;LCM;1992;Men;200m individual medley;1;DARNYI, Tamas;HUN;2:00.76;120.76;0.21
19925;Olympic Games;LCM;1992;Men;400m individual medley;1;DARNYI, Tamas;HUN;4:14.23;254.23;1.34
20305;Olympic Games;LCM;1996;Women;50m freestyle;1;VAN DYKEN, Amy;USA;24.87;24.87;0.03
20377;Olympic Games;LCM;1996;Women;100m freestyle;1;LE, Jingyi;CHN;54.50;54.5;0.38
20441;Olympic Games;LCM;1996;Women;200m freestyle;1;POLL AHRENS, Claudia Maria;CRC;1:58.16;118.16;0.41
20499;Olympic Games;LCM;1996;Women;400m freestyle;1;SMITH DE BRUIN, Michelle;IRL;4:07.25;247.25;1.05
20555;Olympic Games;LCM;1996;Women;800m freestyle;1;BENNETT, Brooke;USA;8:27.89;507.89;2.02
20592;Olympic Games;LCM;1996;Women;100m butterfly;1;VAN DYKEN, Amy;USA;59.13;59.13;0.01
20652;Olympic Games;LCM;1996;Women;200m butterfly;1;O'NEILL, Susie;AUS;2:07.76;127.76;2.06
20702;Olympic Games;LCM;1996;Women;100m backstroke;1;BOTSFORD, Beth;USA;1:01.19;61.19;0.28
20754;Olympic Games;LCM;1996;Women;200m backstroke;1;EGERSZEGI, Krisztina;HUN;2:07.83;127.83;4.15
20803;Olympic Games;LCM;1996;Women;100m breaststroke;1;HEYNS, Penny;RSA;1:07.73;67.73;0.36
20865;Olympic Games;LCM;1996;Women;200m breaststroke;1;HEYNS, Penny;RSA;2:25.41;145.41;0.34
20923;Olympic Games;LCM;1996;Women;200m individual medley;1;SMITH DE BRUIN, Michelle;IRL;2:13.93;133.93;0.42
20983;Olympic Games;LCM;1996;Women;400m individual medley;1;SMITH DE BRUIN, Michelle;IRL;4:39.18;279.18;2.85
21382;Olympic Games;LCM;1996;Men;50m freestyle;1;POPOV, Alexander;RUS;22.13;22.13;0.13
21466;Olympic Games;LCM;1996;Men;100m freestyle;1;POPOV, Alexander;RUS;48.74;48.74;0.07
21543;Olympic Games;LCM;1996;Men;200m freestyle;1;LOADER, Danyon;NZL;1:47.63;107.63;0.45
21604;Olympic Games;LCM;1996;Men;400m freestyle;1;LOADER, Danyon;NZL;3:47.97;227.97;1.03
21655;Olympic Games;LCM;1996;Men;1500m freestyle;1;PERKINS, Kieren;AUS;14:56.40;896.4;6.03
21697;Olympic Games;LCM;1996;Men;100m butterfly;1;PANKRATOV, Denis;RUS;52.27;52.27;0.26
21774;Olympic Games;LCM;1996;Men;200m butterfly;1;PANKRATOV, Denis;RUS;1:56.51;116.51;0.93
21833;Olympic Games;LCM;1996;Men;100m backstroke;1;ROUSE, Jeff;USA;54.10;54.1;0.88
21901;Olympic Games;LCM;1996;Men;200m backstroke;1;BRIDGEWATER, Bradley Michael;USA;1:58.54;118.54;0.45
21961;Olympic Games;LCM;1996;Men;100m breaststroke;1;DEBURGHGRAEVE, Fred;BEL;1:00.65;60.65;0.12
22022;Olympic Games;LCM;1996;Men;200m breaststroke;1;ROZSA, Norbert;HUN;2:12.57;132.57;0.46
22074;Olympic Games;LCM;1996;Men;200m individual medley;1;CZENE, Attila;HUN;1:59.91;119.91;0.22
22129;Olympic Games;LCM;1996;Men;400m individual medley;1;DOLAN, Tom;USA;4:14.90;254.9;0.35
22515;Olympic Games;LCM;2000;Women;50m freestyle;1;DE BRUIJN, Inge;NED;24.32;24.32;0.19
22616;Olympic Games;LCM;2000;Women;100m freestyle;1;DE BRUIJN, Inge;NED;53.83;53.83;0.50
22696;Olympic Games;LCM;2000;Women;200m freestyle;1;O'NEILL, Susie;AUS;1:58.24;118.24;0.08
22761;Olympic Games;LCM;2000;Women;400m freestyle;1;BENNETT, Brooke;USA;4:05.80;245.8;1.27
22808;Olympic Games;LCM;2000;Women;800m freestyle;1;BENNETT, Brooke;USA;8:19.67;499.67;2.99
22844;Olympic Games;LCM;2000;Women;100m butterfly;1;DE BRUIJN, Inge;NED;56.61;56.61;1.36
22918;Olympic Games;LCM;2000;Women;200m butterfly;1;HYMAN, Misty;USA;2:05.88;125.88;0.70
22978;Olympic Games;LCM;2000;Women;100m backstroke;1;MOCANU, Diana;ROU;1:00.21;60.21;0.34
23049;Olympic Games;LCM;2000;Women;200m backstroke;1;MOCANU, Diana;ROU;2:08.16;128.16;2.09
23109;Olympic Games;LCM;2000;Women;100m breaststroke;1;QUANN, Megan;USA;1:07.05;67.05;0.44
23177;Olympic Games;LCM;2000;Women;200m breaststroke;1;KOVACS, Agnes;HUN;2:24.35;144.35;0.21
23237;Olympic Games;LCM;2000;Women;200m individual medley;1;KLOCHKOVA, Yana;UKR;2:10.68;130.68;1.89
23297;Olympic Games;LCM;2000;Women;400m individual medley;1;KLOCHKOVA, Yana;UKR;4:33.59;273.59;2.37
23613;Olympic Games;LCM;2000;Men;50m freestyle;1;ERVIN, Anthony;USA;21.98;21.98;0.00
23717;Olympic Games;LCM;2000;Men;100m freestyle;1;VAN DEN HOOGENBAND, Pieter;NED;48.30;48.3;0.39
23815;Olympic Games;LCM;2000;Men;200m freestyle;1;VAN DEN HOOGENBAND, Pieter;NED;1:45.35;105.35;0.48
23892;Olympic Games;LCM;2000;Men;400m freestyle;1;THORPE, Ian;AUS;3:40.59;220.59;2.81
23946;Olympic Games;LCM;2000;Men;1500m freestyle;1;HACKETT, Grant;AUS;14:48.33;888.33;5.26
23995;Olympic Games;LCM;2000;Men;100m butterfly;1;FROLANDER, Lars;SWE;52.00;52;0.18
24082;Olympic Games;LCM;2000;Men;200m butterfly;1;MALCHOW, Tom;USA;1:55.35;115.35;0.41
24152;Olympic Games;LCM;2000;Men;100m backstroke;1;KRAYZELBURG, Lenny;USA;53.72;53.72;0.35
24231;Olympic Games;LCM;2000;Men;200m backstroke;1;KRAYZELBURG, Lenny;USA;1:56.76;116.76;0.59
24300;Olympic Games;LCM;2000;Men;100m breaststroke;1;FIORAVANTI, Domenico;ITA;1:00.46;60.46;0.27
24390;Olympic Games;LCM;2000;Men;200m breaststroke;1;FIORAVANTI, Domenico;ITA;2:10.87;130.87;1.63
24463;Olympic Games;LCM;2000;Men;200m individual medley;1;ROSOLINO, Massimiliano;ITA;1:58.98;118.98;0.79
24543;Olympic Games;LCM;2000;Men;400m individual medley;1;DOLAN, Tom;USA;4:11.76;251.76;2.47
24941;Olympic Games;LCM;2004;Women;50m freestyle;1;DE BRUIJN, Inge;NED;24.58;24.58;0.31
25040;Olympic Games;LCM;2004;Women;100m freestyle;1;HENRY, Jodie;AUS;53.84;53.84;0.32
25115;Olympic Games;LCM;2004;Women;200m freestyle;1;POTEC, Camelia;ROU;1:58.03;118.03;0.19
25180;Olympic Games;LCM;2004;Women;400m freestyle;1;MANAUDOU, Laure;FRA;4:05.34;245.34;0.50
25226;Olympic Games;LCM;2004;Women;800m freestyle;1;SHIBATA, Ai;JPN;8:24.54;504.54;0.42
25265;Olympic Games;LCM;2004;Women;100m butterfly;1;THOMAS, Petria;AUS;57.72;57.72;0.12
25327;Olympic Games;LCM;2004;Women;200m butterfly;1;JEDRZEJCZAK, Otylia;POL;2:06.05;126.05;0.31
25383;Olympic Games;LCM;2004;Women;100m backstroke;1;COUGHLIN, Natalie;USA;1:00.37;60.37;0.13
25451;Olympic Games;LCM;2004;Women;200m backstroke;1;COVENTRY, Kirsty;ZIM;2:09.19;129.19;0.53
25510;Olympic Games;LCM;2004;Women;100m breaststroke;1;LUO, Xuejuan;CHN;1:06.64;66.64;0.51
25582;Olympic Games;LCM;2004;Women;200m breaststroke;1;BEARD, Amanda;USA;2:23.37;143.37;0.23
25639;Olympic Games;LCM;2004;Women;200m individual medley;1;KLOCHKOVA, Yana;UKR;2:11.14;131.14;0.56
25693;Olympic Games;LCM;2004;Women;400m individual medley;1;KLOCHKOVA, Yana;UKR;4:34.83;274.83;0.12
26014;Olympic Games;LCM;2004;Men;50m freestyle;1;HALL Jr., Gary;USA;21.93;21.93;0.01
26124;Olympic Games;LCM;2004;Men;100m freestyle;1;VAN DEN HOOGENBAND, Pieter;NED;48.17;48.17;0.06
26219;Olympic Games;LCM;2004;Men;200m freestyle;1;THORPE, Ian;AUS;1:44.71;104.71;0.52
26302;Olympic Games;LCM;2004;Men;400m freestyle;1;THORPE, Ian;AUS;3:43.10;223.1;0.26
26357;Olympic Games;LCM;2004;Men;1500m freestyle;1;HACKETT, Grant;AUS;14:43.40;883.4;1.89
26399;Olympic Games;LCM;2004;Men;100m butterfly;1;PHELPS, Michael;USA;51.25;51.25;0.04
26482;Olympic Games;LCM;2004;Men;200m butterfly;1;PHELPS, Michael;USA;1:54.04;114.04;0.52
26545;Olympic Games;LCM;2004;Men;100m backstroke;1;PEIRSOL, Aaron;USA;54.06;54.06;0.29
26614;Olympic Games;LCM;2004;Men;200m backstroke;1;PEIRSOL, Aaron;USA;1:54.95;114.95;2.40
26674;Olympic Games;LCM;2004;Men;100m breaststroke;1;KITAJIMA, Kosuke;JPN;1:00.08;60.08;0.17
26758;Olympic Games;LCM;2004;Men;200m breaststroke;1;KITAJIMA, Kosuke;JPN;2:09.44;129.44;1.36
26829;Olympic Games;LCM;2004;Men;200m individual medley;1;PHELPS, Michael;USA;1:57.14;117.14;1.64
26902;Olympic Games;LCM;2004;Men;400m individual medley;1;PHELPS, Michael;USA;4:08.26;248.26;3.55
27234;Olympic Games;LCM;2008;Women;50m freestyle;1;STEFFEN, Britta;GER;24.06;24.06;0.01
27350;Olympic Games;LCM;2008;Women;100m freestyle;1;STEFFEN, Britta;GER;53.12;53.12;0.04
27423;Olympic Games;LCM;2008;Women;200m freestyle;1;PELLEGRINI, Federica;ITA;1:54.82;114.82;0.15
27493;Olympic Games;LCM;2008;Women;400m freestyle;1;ADLINGTON, Rebecca;GBR;4:03.22;243.22;0.07
27543;Olympic Games;LCM;2008;Women;800m freestyle;1;ADLINGTON, Rebecca;GBR;8:14.10;494.1;6.13
27587;Olympic Games;LCM;2008;Women;100m butterfly;1;LENTON, Libby;AUS;56.73;56.73;0.37
27660;Olympic Games;LCM;2008;Women;200m butterfly;1;LIU, Zige;CHN;2:04.18;124.18;0.54
27720;Olympic Games;LCM;2008;Women;100m backstroke;1;COUGHLIN, Natalie;USA;58.96;58.96;0.23
27793;Olympic Games;LCM;2008;Women;200m backstroke;1;COVENTRY, Kirsty;ZIM;2:05.24;125.24;0.99
27852;Olympic Games;LCM;2008;Women;100m breaststroke;1;JONES, Leisel;AUS;1:05.17;65.17;1.56
27925;Olympic Games;LCM;2008;Women;200m breaststroke;1;SONI, Rebecca;USA;2:20.22;140.22;1.83
27990;Olympic Games;LCM;2008;Women;200m individual medley;1;RICE, Stephanie;AUS;2:08.45;128.45;0.14
28055;Olympic Games;LCM;2008;Women;400m individual medley;1;RICE, Stephanie;AUS;4:29.45;269.45;0.44
28411;Olympic Games;LCM;2008;Men;50m freestyle;1;CIELO FILHO, Cesar;BRA;21.30;21.3;0.15
28532;Olympic Games;LCM;2008;Men;100m freestyle;1;BERNARD, Alain;FRA;47.21;47.21;0.11
28620;Olympic Games;LCM;2008;Men;200m freestyle;1;PHELPS, Michael;USA;1:42.96;102.96;1.89
28702;Olympic Games;LCM;2008;Men;400m freestyle;1;PARK, Taehwan;KOR;3:41.86;221.86;0.58
28747;Olympic Games;LCM;2008;Men;1500m freestyle;1;MELLOULI, Oussama;TUN;14:40.84;880.84;0.69
28792;Olympic Games;LCM;2008;Men;100m butterfly;1;PHELPS, Michael;USA;50.58;50.58;0.01
28882;Olympic Games;LCM;2008;Men;200m butterfly;1;PHELPS, Michael;USA;1:52.03;112.03;0.67
28950;Olympic Games;LCM;2008;Men;100m backstroke;1;PEIRSOL, Aaron;USA;52.54;52.54;0.57
29019;Olympic Games;LCM;2008;Men;200m backstroke;1;LOCHTE, Ryan;USA;1:53.94;113.94;0.39
29087;Olympic Games;LCM;2008;Men;100m breaststroke;1;KITAJIMA, Kosuke;JPN;58.91;58.91;0.29
29176;Olympic Games;LCM;2008;Men;200m breaststroke;1;KITAJIMA, Kosuke;JPN;2:07.64;127.64;1.24
29253;Olympic Games;LCM;2008;Men;200m individual medley;1;PHELPS, Michael;USA;1:54.23;114.23;2.29
29324;Olympic Games;LCM;2008;Men;400m individual medley;1;PHELPS, Michael;USA;4:03.84;243.84;2.32
29674;Olympic Games;LCM;2012;Women;50m freestyle;1;KROMOWIDJOJO, Ranomi;NED;24.05;24.05;0.23
29775;Olympic Games;LCM;2012;Women;100m freestyle;1;KROMOWIDJOJO, Ranomi;NED;53.00;53;0.38
29849;Olympic Games;LCM;2012;Women;200m freestyle;1;SCHMITT, Allison;USA;1:53.61;113.61;1.97
29910;Olympic Games;LCM;2012;Women;400m freestyle;1;MUFFAT, Camille;FRA;4:01.45;241.45;0.32
29953;Olympic Games;LCM;2012;Women;800m freestyle;1;LEDECKY, Katie;USA;8:14.63;494.63;4.13
29997;Olympic Games;LCM;2012;Women;100m butterfly;1;VOLLMER, Dana;USA;55.98;55.98;0.89
30063;Olympic Games;LCM;2012;Women;200m butterfly;1;JIAO, Liuyang;CHN;2:04.06;124.06;1.19
30115;Olympic Games;LCM;2012;Women;100m backstroke;1;FRANKLIN, Missy;USA;58.33;58.33;0.35
30184;Olympic Games;LCM;2012;Women;200m backstroke;1;FRANKLIN, Missy;USA;2:04.06;124.06;1.86
30245;Olympic Games;LCM;2012;Women;100m breaststroke;1;MEILUTYTE, Ruta;LTU;1:05.47;65.47;0.08
30317;Olympic Games;LCM;2012;Women;200m breaststroke;1;SONI, Rebecca;USA;2:19.59;139.59;1.13
30375;Olympic Games;LCM;2012;Women;200m individual medley;1;YE, Shiwen;CHN;2:07.57;127.57;0.58
30433;Olympic Games;LCM;2012;Women;400m individual medley;1;YE, Shiwen;CHN;4:28.43;268.43;2.84
30790;Olympic Games;LCM;2012;Men;50m freestyle;1;MANAUDOU, Florent;FRA;21.34;21.34;0.20
30872;Olympic Games;LCM;2012;Men;100m freestyle;1;ADRIAN, Nathan;USA;47.52;47.52;0.01
30956;Olympic Games;LCM;2012;Men;200m freestyle;1;AGNEL, Yannick;FRA;1:43.14;103.14;1.79
31021;Olympic Games;LCM;2012;Men;400m freestyle;1;SUN, Yang;CHN;3:40.14;220.14;1.92
31057;Olympic Games;LCM;2012;Men;1500m freestyle;1;SUN, Yang;CHN;14:31.02;871.02;8.61
31096;Olympic Games;LCM;2012;Men;100m butterfly;1;PHELPS, Michael;USA;51.21;51.21;0.23
31163;Olympic Games;LCM;2012;Men;200m butterfly;1;LE CLOS, Chad;RSA;1:52.96;112.96;0.05
31224;Olympic Games;LCM;2012;Men;100m backstroke;1;GREVERS, Matt;USA;52.16;52.16;0.76
31291;Olympic Games;LCM;2012;Men;200m backstroke;1;CLARY, Tyler;USA;1:53.41;113.41;0.37
31350;Olympic Games;LCM;2012;Men;100m breaststroke;1;VAN DER BURGH, Cameron;RSA;58.46;58.46;0.47
31418;Olympic Games;LCM;2012;Men;200m breaststroke;1;GYURTA, Daniel;HUN;2:07.28;127.28;0.15
31476;Olympic Games;LCM;2012;Men;200m individual medley;1;PHELPS, Michael;USA;1:54.27;114.27;0.63
31536;Olympic Games;LCM;2012;Men;400m individual medley;1;LOCHTE, Ryan;USA;4:05.18;245.18;3.68
31890;Olympic Games;LCM;2016;Women;50m freestyle;1;BLUME, Pernille;DEN;24.07;24.07;0.02
32006;Olympic Games;LCM;2016;Women;100m freestyle;1;MANUEL, Simone;USA;52.70;52.7;0.00
32078;Olympic Games;LCM;2016;Women;200m freestyle;1;LEDECKY, Katie;USA;1:53.73;113.73;0.35
32145;Olympic Games;LCM;2016;Women;400m freestyle;1;LEDECKY, Katie;USA;3:56.46;236.46;4.77
32185;Olympic Games;LCM;2016;Women;800m freestyle;1;LEDECKY, Katie;USA;8:04.79;484.79;11.38
32223;Olympic Games;LCM;2016;Women;100m butterfly;1;SJOESTROEM, Sarah;SWE;55.48;55.48;0.98
32292;Olympic Games;LCM;2016;Women;200m butterfly;1;BELMONTE GARCIA, Mireia;ESP;2:04.85;124.85;0.03
32344;Olympic Games;LCM;2016;Women;100m backstroke;1;HOSSZU, Katinka;HUN;58.45;58.45;0.30
32402;Olympic Games;LCM;2016;Women;200m backstroke;1;DI RADO, Maya;USA;2:05.99;125.99;0.06
32454;Olympic Games;LCM;2016;Women;100m breaststroke;1;KING, Lilly;USA;1:04.93;64.93;0.57
32522;Olympic Games;LCM;2016;Women;200m breaststroke;1;KANETO, Rie;JPN;2:20.30;140.3;1.67
32576;Olympic Games;LCM;2016;Women;200m individual medley;1;HOSSZU, Katinka;HUN;2:06.58;126.58;0.30
32640;Olympic Games;LCM;2016;Women;400m individual medley;1;HOSSZU, Katinka;HUN;4:26.36;266.36;4.79
32995;Olympic Games;LCM;2016;Men;50m freestyle;1;ERVIN, Anthony;USA;21.40;21.4;0.01
33105;Olympic Games;LCM;2016;Men;100m freestyle;1;CHALMERS, Kyle;AUS;47.58;47.58;0.22
33188;Olympic Games;LCM;2016;Men;200m freestyle;1;SUN, Yang;CHN;1:44.65;104.65;0.55
33260;Olympic Games;LCM;2016;Men;400m freestyle;1;HORTON, Mack;AUS;3:41.55;221.55;0.13
33318;Olympic Games;LCM;2016;Men;1500m freestyle;1;PALTRINIERI, Gregorio;ITA;14:34.57;874.57;4.91
33372;Olympic Games;LCM;2016;Men;100m butterfly;1;SCHOOLING, Joseph;SGP;50.39;50.39;0.75
33439;Olympic Games;LCM;2016;Men;200m butterfly;1;PHELPS, Michael;USA;1:53.36;113.36;0.04
33492;Olympic Games;LCM;2016;Men;100m backstroke;1;MURPHY, Ryan;USA;51.97;51.97;0.34
33555;Olympic Games;LCM;2016;Men;200m backstroke;1;MURPHY, Ryan;USA;1:53.62;113.62;0.34
33605;Olympic Games;LCM;2016;Men;100m breaststroke;1;PEATY, Adam;GBR;57.13;57.13;1.56
33675;Olympic Games;LCM;2016;Men;200m breaststroke;1;BALANDIN, Dmitriy;KAZ;2:07.46;127.46;0.07
33738;Olympic Games;LCM;2016;Men;200m individual medley;1;PHELPS, Michael;USA;1:54.66;114.66;1.95
33792;Olympic Games;LCM;2016;Men;400m individual medley;1;HAGINO, Kosuke;JPN;4:06.05;246.05;0.70
34140;Olympic Games;LCM;2021;Women;50m freestyle;1;MCKEON, Emma;AUS;23.81;23.81;0.26
34245;Olympic Games;LCM;2021;Women;100m freestyle;1;MCKEON, Emma;AUS;51.96;51.96;0.31
34322;Olympic Games;LCM;2021;Women;200m freestyle;1;TITMUS, Ariarne;AUS;1:53.50;113.5;0.42
34375;Olympic Games;LCM;2021;Women;400m freestyle;1;TITMUS, Ariarne;AUS;3:56.69;236.69;0.67
34409;Olympic Games;LCM;2021;Women;800m freestyle;1;LEDECKY, Katie;USA;8:12.57;492.57;1.26
34447;Olympic Games;LCM;2021;Women;1500m freestyle;1;LEDECKY, Katie;USA;15:37.34;937.34;4.07
34488;Olympic Games;LCM;2021;Women;100m butterfly;1;MACNEIL, Margaret;CAN;55.59;55.59;0.05
34545;Olympic Games;LCM;2021;Women;200m butterfly;1;ZHANG, Yufei;CHN;2:03.86;123.86;1.44
34585;Olympic Games;LCM;2021;Women;100m backstroke;1;MCKEOWN, Kaylee;AUS;57.47;57.47;0.25
34650;Olympic Games;LCM;2021;Women;200m backstroke;1;MCKEOWN, Kaylee;AUS;2:04.68;124.68;0.74
34701;Olympic Games;LCM;2021;Women;100m breaststroke;1;JACOBY, Lydia;USA;1:04.95;64.95;0.27
34770;Olympic Games;LCM;2021;Women;200m breaststroke;1;SMITH, Tatjana;RSA;2:18.95;138.95;0.97
34825;Olympic Games;LCM;2021;Women;200m individual medley;1;OHASHI, Yui;JPN;2:08.52;128.52;0.13
34876;Olympic Games;LCM;2021;Women;400m individual medley;1;OHASHI, Yui;JPN;4:32.08;272.08;0.68
35277;Olympic Games;LCM;2021;Men;50m freestyle;1;DRESSEL, Caeleb;USA;21.07;21.07;0.48
35374;Olympic Games;LCM;2021;Men;100m freestyle;1;DRESSEL, Caeleb;USA;47.02;47.02;0.06
35468;Olympic Games;LCM;2021;Men;200m freestyle;1;DEAN, Tom;GBR;1:44.22;104.22;0.04
35533;Olympic Games;LCM;2021;Men;400m freestyle;1;HAFNAOUI, Ahmed;TUN;3:43.36;223.36;0.16
35577;Olympic Games;LCM;2021;Men;800m freestyle;1;FINKE, Bobby;USA;7:41.87;461.87;0.24
35618;Olympic Games;LCM;2021;Men;1500m freestyle;1;FINKE, Bobby;USA;14:39.65;879.65;1.01
35654;Olympic Games;LCM;2021;Men;100m butterfly;1;DRESSEL, Caeleb;USA;49.45;49.45;0.23
35734;Olympic Games;LCM;2021;Men;200m butterfly;1;MILAK, Kristof;HUN;1:51.25;111.25;2.48
35796;Olympic Games;LCM;2021;Men;100m backstroke;1;RYLOV, Evgeny;ROC;51.98;51.98;0.02
35861;Olympic Games;LCM;2021;Men;200m backstroke;1;RYLOV, Evgeny;ROC;1:53.27;113.27;0.88
35914;Olympic Games;LCM;2021;Men;100m breaststroke;1;PEATY, Adam;GBR;57.37;57.37;0.63
35987;Olympic Games;LCM;2021;Men;200m breaststroke;1;STUBBLETY-COOK, Zac;AUS;2:06.38;126.38;0.63
36051;Olympic Games;LCM;2021;Men;200m individual medley;1;WANG, Shun;CHN;1:55.00;115;0.28
36120;Olympic Games;LCM;2021;Men;400m individual medley;1;KALISZ, Chase;USA;4:09.42;249.42;0.86
36445;Olympic Games;LCM;2024;Women;50m freestyle;1;SJOESTROEM, Sarah;SWE;23.71;23.71;0.26
36548;Olympic Games;LCM;2024;Women;100m freestyle;1;SJOESTROEM, Sarah;SWE;52.16;52.16;0.13
36601;Olympic Games;LCM;2024;Women;200m freestyle;1;O'CALLAGHAN, Mollie;AUS;1:53.27;113.27;0.54
36656;Olympic Games;LCM;2024;Women;400m freestyle;1;TITMUS, Ariarne;AUS;3:57.49;237.49;0.88
36685;Olympic Games;LCM;2024;Women;800m freestyle;1;LEDECKY, Katie;USA;8:11.04;491.04;1.25
36709;Olympic Games;LCM;2024;Women;1500m freestyle;1;LEDECKY, Katie;USA;15:30.02;930.02;10.33
36733;Olympic Games;LCM;2024;Women;100m butterfly;1;HUSKE, Torri;USA;55.59;55.59;0.04
36789;Olympic Games;LCM;2024;Women;200m butterfly;1;MCINTOSH, Summer;CAN;2:03.03;123.03;0.81
36832;Olympic Games;LCM;2024;Women;100m backstroke;1;MCKEOWN, Kaylee;AUS;57.33;57.33;0.33
36892;Olympic Games;LCM;2024;Women;200m backstroke;1;MCKEOWN, Kaylee;AUS;2:03.73;123.73;0.53
36943;Olympic Games;LCM;2024;Women;100m breaststroke;1;SMITH, Tatjana;RSA;1:05.28;65.28;0.26
37004;Olympic Games;LCM;2024;Women;200m breaststroke;1;DOUGLASS, Kate;USA;2:19.24;139.24;0.36
37051;Olympic Games;LCM;2024;Women;200m individual medley;1;MCINTOSH, Summer;CAN;2:06.56;126.56;0.36
37108;Olympic Games;LCM;2024;Women;400m individual medley;1;MCINTOSH, Summer;CAN;4:27.71;267.71;5.69
37516;Olympic Games;LCM;2024;Men;50m freestyle;1;MCEVOY, Cameron;AUS;21.25;21.25;0.05
37613;Olympic Games;LCM;2024;Men;100m freestyle;1;PAN, Zhanle;CHN;46.40;46.4;1.08
37716;Olympic Games;LCM;2024;Men;200m freestyle;1;POPOVICI, David;ROU;1:44.72;104.72;0.02
37765;Olympic Games;LCM;2024;Men;400m freestyle;1;MAERTENS, Lukas;GER;3:41.78;221.78;0.43
37810;Olympic Games;LCM;2024;Men;800m freestyle;1;WIFFEN, Daniel;IRL;7:38.19;458.19;0.56
37849;Olympic Games;LCM;2024;Men;1500m freestyle;1;FINKE, Bobby;USA;14:30.67;870.67;3.88
37881;Olympic Games;LCM;2024;Men;100m butterfly;1;MILAK, Kristof;HUN;49.90;49.9;0.09
37945;Olympic Games;LCM;2024;Men;200m butterfly;1;MARCHAND, Leon;FRA;1:51.21;111.21;0.54
